source,split,image,image_path,caption,category,caption_length
NWPU,train,NWPU_28180.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_28180.jpg,"The tennis court is surrounded by trees, Next to the residential area .",urban,13
NWPU,train,NWPU_21403.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_21403.jpg,"Many neatly arranged dark green, light green, Khaki and brown mixed-sized rectangular farm fields .",vegetation,15
NWPU,train,NWPU_17835.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_17835.jpg,An overpass is above the road .,transportation,7
UCM,train,UCM_1317.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1317.jpg,Many mobile homes are closed to each other in the mobile home park .,vegetation,14
RSICD,train,RSICD_1188.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1188.jpg,the water in the ocean is very deep and the water is vast .,water,14
UCM,train,UCM_113.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_113.jpg,An airplane is surrounded with some cars in the airport .,airport,11
NWPU,train,NWPU_29401.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29401.jpg,"There is a factory building in a thermal power station, there is a smoking smokestack, two cooling towers are steaming .",infrastructure,21
UCM,train,UCM_100.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_100.jpg,Four airplanes are parked at the airport .,airport,8
RSICD,train,RSICD_7345.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7345.jpg,a swimming pool is between a road and a beach in a resort .,transportation,14
UCM,train,UCM_164.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_164.jpg,There is an airplane at the airport with lots of cars beside it .,airport,14
RSICD,train,RSICD_5244.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5244.jpg,many buildings are around a park with three large ponds and many green trees .,vegetation,15
RSICD,train,RSICD_2914.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2914.jpg,it is a large piece of yellow desert .,landscape,9
UCM,train,UCM_1121.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1121.jpg,An intersection with some plants at the corners .,unknown,9
NWPU,train,NWPU_29784.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29784.jpg,There are some buildings and three chimneys on the thermal power station .,infrastructure,13
NWPU,train,NWPU_26433.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_26433.jpg,In a sparse residential area there is a grey house and many green trees surrounded by grass .,vegetation,18
RSICD,train,RSICD_1852.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1852.jpg,there is a red building in the middle of the land .,urban,12
UCM,train,UCM_140.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_140.jpg,Two airplanes are stopped at the airport .,airport,8
UCM,train,UCM_768.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_768.jpg,There are lots of dark green plants in the dense forest .,vegetation,12
NWPU,train,NWPU_31153.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_31153.jpg,There are two planes in the field next to the runway .,vegetation,12
NWPU,train,NWPU_21967.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_21967.jpg,There are many buildings and some green farmlands near the river .,vegetation,12
UCM,train,UCM_1049.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1049.jpg,Lots of boats docked neatly at the harbor .,water,9
UCM,train,UCM_1630.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1630.jpg,It is a river with plants wilted on both banks of the river .,water,14
RSICD,train,RSICD_5352.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5352.jpg,the resident areas besides the dark green trees .,vegetation,9
RSICD,train,RSICD_9357.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9357.jpg,"there are buildings, piping and land .",landscape,7
UCM,train,UCM_424.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_424.jpg,There are lots of buildings .,unknown,6
RSICD,train,RSICD_9849.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9849.jpg,"the road extends in all directions, staggered distribution .",transportation,9
NWPU,train,NWPU_26252.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_26252.jpg,There are circular swimming pools beside this house .,urban,9
RSICD,train,RSICD_1491.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1491.jpg,some cars are on three parallel bridges over a green river .,vegetation,12
UCM,train,UCM_1324.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1324.jpg,Many mobile homes arranged in lines in the mobile home park and some roads go through this area .,vegetation,19
NWPU,train,NWPU_8641.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_8641.jpg,The forest has some sparse green trees and the forest soil is deep yellow .,vegetation,15
RSICD,train,RSICD_13.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_13.jpg,there are many different planes in the open airport .,airport,10
UCM,train,UCM_1466.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1466.jpg,An overpass with a narrow road go across another roads diagonally with some cars on the roads .,transportation,18
RSICD,train,RSICD_4612.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_4612.jpg,the residential is located by the road with many trees .,urban,11
RSICD,train,RSICD_6548.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6548.jpg,many trees were planted around the house .,urban,8
RSICD,train,RSICD_3597.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3597.jpg,many green trees are in a forest .,vegetation,8
NWPU,train,NWPU_27782.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_27782.jpg,There are some storage tanks on the bare land next to the water .,landscape,14
NWPU,train,NWPU_276.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_276.jpg,An airport is surrounded by many buildings .,airport,8
RSICD,train,RSICD_7634.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_7634.jpg,many green trees are in two sides of a yellow river .,vegetation,12
RSICD,train,RSICD_6444.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6444.jpg,two irregular ponds are surrounded by green trees and some buildings .,vegetation,12
NWPU,train,NWPU_29890.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29890.jpg,The thermal power station is on the grass next to some buildings with white mist above .,vegetation,17
UCM,train,UCM_359.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_359.jpg,This is a beach with blue sea and sand .,water,10
NWPU,train,NWPU_30853.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_30853.jpg,There is a white plane and a blue plane on the runway .,airport,13
NWPU,train,NWPU_10941.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10941.jpg,The green space inside the track is worn .,vegetation,9
RSICD,train,RSICD_9682.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9682.jpg,many green trees are near a viaduct with some cars .,vegetation,11
RSICD,train,RSICD_10896.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10896.jpg,"the factory is large, scattered with various of buildings are cars .",infrastructure,12
RSICD,train,RSICD_9114.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9114.jpg,red and green football fields are in the middle of the stadium .,vegetation,13
RSICD,train,RSICD_10130.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10130.jpg,some buildings and green trees are around a playground .,vegetation,10
RSICD,train,RSICD_8994.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8994.jpg,many buildings and bare land are around a football field.,vegetation,10
RSICD,train,RSICD_9263.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9263.jpg,a row of storage tanks is near a road .,transportation,10
RSICD,train,RSICD_10109.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10109.jpg,many different buildings and green plants are around a playground with tennis courts next to it .,vegetation,17
RSICD,train,RSICD_1763.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1763.jpg,several parking lots are around a circle gray center building .,urban,11
UCM,train,UCM_1740.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1740.jpg,There are some mark lines on the straight runway .,airport,10
RSICD,train,RSICD_6742.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6742.jpg,several boats are in a port near many buildings .,water,10
NWPU,train,NWPU_23939.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23939.jpg,A large piece of ice and many small pieces of ice scattered on the deep blue sea .,water,18
NWPU,train,NWPU_23973.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23973.jpg,There are many pieces of sea ice .,water,8
UCM,train,UCM_676.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_676.jpg,This is a dense residential area .,urban,7
RSICD,train,RSICD_8111.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8111.jpg,the school is surrounded by some trees and residential,urban,9
RSICD,train,RSICD_600.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_600.jpg,the bare land has not planted any plant .,vegetation,9
RSICD,train,RSICD_2774.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_2774.jpg,"the road extending in all directions, automobile running in above .",transportation,11
UCM,train,UCM_1665.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1665.jpg,A river with black water go through a waste land .,water,11
NWPU,train,NWPU_11949.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11949.jpg,The industrial area with three blue workshops is surrounded by some lawns .,infrastructure,13
NWPU,train,NWPU_28740.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_28740.jpg,There are some green bushes beside the yellow terraces .,vegetation,10
RSICD,train,RSICD_5257.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5257.jpg,the rectangle park with a pond next to a tract of dense buildings is at the river,vegetation,17
RSICD,train,RSICD_3913.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3913.jpg,many buildings are in an industrial area near a river .,water,11
RSICD,train,RSICD_10816.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10816.jpg,a bridge through two parallel and narrow rivers .,transportation,9
RSICD,train,RSICD_9262.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9262.jpg,a row of storage tanks are near a white building and meadows .,urban,13
NWPU,train,NWPU_13813.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_13813.jpg,There are group of yellow islands on a blue sea .,water,11
NWPU,train,NWPU_14098.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_14098.jpg,There are many green trees and some bare land around the lake .,vegetation,13
NWPU,train,NWPU_29593.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29593.jpg,There are many buildings and several chimneys on the thermal power station .,infrastructure,13
UCM,train,UCM_110.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_110.jpg,An airplane is surrounded with some cars in the airport .,airport,11
UCM,train,UCM_178.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_178.jpg,An airplane is taxiing on the runway .,airport,8
RSICD,train,RSICD_5297.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5297.jpg,many green trees and some buildings are in a park near a river .,vegetation,14
RSICD,train,RSICD_6418.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_6418.jpg,many pieces of khaki farmlands and some green trees are around an irregular dark green pond .,vegetation,17
NWPU,train,NWPU_4926.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_4926.jpg,There are some deep green circle farmland .,vegetation,8
UCM,train,UCM_1408.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1408.jpg,A road go across another two roads with some cars on the roads .,transportation,14
NWPU,train,NWPU_10056.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10056.jpg,There are three bunkers and a winding road in this area .,transportation,12
UCM,train,UCM_533.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_533.jpg,There are some grey plants scattered on the ground .,unknown,10
NWPU,train,NWPU_12747.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12747.jpg,There is a tall building beside the crossroads .,urban,9
NWPU,train,NWPU_31078.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_31078.jpg,There is an airplane in the parking lot .,airport,9
NWPU,train,NWPU_20661.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_20661.jpg,The railway station has some railways and striped buildings .,transportation,10
NWPU,train,NWPU_20582.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_20582.jpg,The railway station is on the bare land next to some buildings .,landscape,13
NWPU,train,NWPU_29052.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29052.jpg,Many green plants are on the terrace .,vegetation,8
NWPU,train,NWPU_11492.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11492.jpg,There is a white building beside the harbor .,urban,9
UCM,train,UCM_2008.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_2008.jpg,There are two tennis courts arranged neatly on the red ground and surrounded by some buildings .,unknown,17
RSICD,train,RSICD_8529.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_8529.jpg,there are two grey roof houses on the hill .,landscape,10
UCM,train,UCM_1157.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1157.jpg,An intersection with a very big tree at the corner .,vegetation,11
NWPU,train,NWPU_29639.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_29639.jpg,There are many machines and equipment in the thermal power station .,infrastructure,12
RSICD,train,RSICD_3068.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_3068.jpg,many small spots are distributed in a piece a yellow desert evenly .,landscape,13
NWPU,train,NWPU_13792.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_13792.jpg,The green island is on a blue sea .,vegetation,9
NWPU,train,NWPU_21851.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_21851.jpg,The river goes through bare land and green grass .,vegetation,10
NWPU,train,NWPU_10290.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_10290.jpg,There are some rows of green trees and a river on the golf course .,vegetation,15
UCM,train,UCM_1251.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1251.jpg,Some houses with swimming pools in the medium residential area .,urban,11
RSICD,train,RSICD_10248.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_10248.jpg,the football field is rimmed by lush plants and red houses .,vegetation,12
RSICD,train,RSICD_1843.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_1843.jpg,next to the stadium is a wide road .,transportation,9
NWPU,train,NWPU_11291.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_11291.jpg,There are many ships in the harbor .,water,8
UCM,train,UCM_1070.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1070.jpg,Lots of boats docked neatly at the harbor and some positions are free .,water,14
NWPU,train,NWPU_22468.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_22468.jpg,There are green meadows around the roundabout .,vegetation,8
UCM,train,UCM_1417.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1417.jpg,A narrow road go across another two diagonally with some cars on the roads .,transportation,15
NWPU,train,NWPU_19618.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_19618.jpg,The railway is next to some trees and cars .,transportation,10
RSICD,train,RSICD_514.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_514.jpg,two roads are in two sides of a rectangle bare land.,landscape,11
NWPU,train,NWPU_2325.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_2325.jpg,There are white waves near the beach .,water,8
RSICD,train,RSICD_5184.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_5184.jpg,some buildings are near a park with many green trees around a pond .,vegetation,14
NWPU,train,NWPU_23308.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_23308.jpg,There are many buildings of different shapes beside the runway .,airport,11
UCM,train,UCM_1066.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\UCM_1066.jpg,Many boats docked in lines at the harbor and the water is deep blue .,water,15
NWPU,train,NWPU_12015.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\NWPU_12015.jpg,Neatly planned factories and roads in an industrial area with good greening .,infrastructure,13
RSICD,train,RSICD_9330.jpg,C:\Users\GOKTURK\Desktop\project-di\dataset\resized\RSICD_9330.jpg,some storage tanks are surrounded by green meadows and bare land.,vegetation,11
